OFFICIAL_GENE_NAME	OFFICIAL_TF_CODING_GENE_NAME	REGULATION	REF	SPECIES	REF ACCESSION #
LPIN2	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16492665;
LPL	FOXO1	UP	Pubmed	mouse, Mus musculus;	;12586369;16492665;
LRP1	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	;15473860
LRP1	SREBF1	DOWN	Pubmed	;homo sapiens	;20980003
LRP1	SREBF2	DOWN	Pubmed	;homo sapiens	;20980003; 16697011
LRP2	SP1	UP	trrd;	rAt, Rattus norvegicus	S9091;
LTA4H	MYC	UP	Pubmed	human, Homo sapiens;	;12808131;12747840
LTBR	FOXO1	UP	Pubmed	mouse, Mus musculus;	;15632117;
LTC4S	SP1	UP	trrd;	human, Homo sapiens;	S6628;
LTC4S	SP3	UP	trrd	hUman, Homo sapiens;	S6628;
LUM	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
LY6G6D	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430
LYZ	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;17273793
MAD1L1	TP53	DOWN	Pubmed	human, Homo sapiens;	;12876282
MAD2L1	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
MAFK	GATA1	UP	pazar	mouse, Mus musculus;	Pazar_rare;
MAFK	GATA2	UP	pazar	mouse, Mus musculus;	Pazar_rare;
MAFK	GATA4	UP	pazar	mouse, Mus musculus;	Pazar_rare;
MAFK	GATA6	UP	pazar	mouse, Mus musculus;	Pazar_rare;
MAP1LC3A	E2F1	UP	Pubmed	;homo sapiens	;18408756
MAP1LC3B	E2F1	UP	Pubmed	;homo sapiens	;19657746
MAP2K5	STAT3	UP	Pubmed	hUman, Homo sapiens;	;15378007;
MAP3K1	MYC	DOWN	Pubmed	rat, Rattus norvegicus	;11085504
MAP3K12	GLI1	UP	Pubmed	mus musculus;	;19095649
MAP3K4	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
MAP3K5	E2F1	UP	Pubmed	;homo sapiens	;16512785; 16476732
MAP3K5	E2F2	UP	Pubmed	;homo sapiens	;16512785
MAP3K5	E2F3	UP	Pubmed	;homo sapiens	;16512785
MAP3K5	E2F4	UP	Pubmed	;homo sapiens	;16512785
MAP3K6	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12907606
MAP3K6	TCF7L2	UP	Pubmed	mouse, Mus musculus;	;12907606
MAP4	TP53	DOWN	pazar	hUman, Homo sapiens;	pazar_ABS;pazar_pleiades;
MAPK1	E2F1	UP	Pubmed	;homo sapiens	;18396012
MAPK3	MYC	DOWN	Pubmed	rat, Rattus norvegicus	;11085504
MAPK6	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
MARK3	RBPJ	UP	Pubmed	mus musculus;	;15979417
MARK4	CTNNB1	UP	Pubmed	mouse, Mus musculus; homo sapiens	;11716497
MAT2A	E2F1	UP	Pubmed	;rattus norvegicus	;17317269
MAT2A	E2F3	UP	Pubmed	;rattus norvegicus	;17317269
MAT2A	E2F4	UP	Pubmed	;rattus norvegicus	;17317269
MAT2A	NFKB1	UP	Pubmed	human, Homo sapiens;	;14530285
MAT2A	SP1	UP	trrd;	human, Homo sapiens;rattus norvegicus	S8678;
MAZ	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
MBD1	STAT3	UP	Pubmed	mouse, Mus musculus;	;16293640
MC2R	NR5A1	UP	trrd;	hUman, Homo sapiens;	S4366;
MCL1	E2F1	DOWN	Pubmed	;mus musculus	;11896585; 11857079;PMC109073
MCL1	ETS1	UP	trrd;	human, Homo sapiens	S8291;
MCL1	SP1	UP	trrd;	hUman, Homo sapiens;	S8292;
MCL1	STAT3	UP	Pubmed	hUman, Homo sapiens;	;16048438;
MCM10	E2F1	UP	Pubmed	;homo sapiens	;15195143
MCM10	E2F2	UP	Pubmed	;homo sapiens	;15195143
MCM10	E2F3	UP	Pubmed	;homo sapiens	;15195143
MCM2	NOTCH1	DOWN	Pubmed	HUman, Homo sapiens;	;15976316
MCM2	RBPJ	DOWN	Pubmed	HUman, Homo sapiens;	;15976316
MCM5	E2F1	UP	Pubmed	human, Homo sapiens	11799067;
MCM5	E2F2	UP	Pubmed	;homo sapiens	;10327050
MCM5	E2F3	UP	Pubmed	;homo sapiens	;10327050
MCM5	E2F4	UP	Pubmed	human, Homo sapiens	11799067;
MCM5	FOXO1	DOWN	Pubmed	human, Homo sapiens	;17609436;
MCM6	E2F1	UP	Pubmed	;homo sapiens	;10327050
MCM6	E2F2	UP	Pubmed	;homo sapiens	;10327050
MCM6	E2F3	UP	Pubmed	;homo sapiens	;10327050
MCM6	NOTCH1	DOWN	Pubmed	HUman, Homo sapiens;	;15976316
MCM6	RBPJ	DOWN	Pubmed	HUman, Homo sapiens;	;15976316
MCM7	E2F1	UP	Pubmed	;homo sapiens	;14990995
MCM7	E2F2	UP	Pubmed	;homo sapiens	;14990995
MCM7	E2F3	UP	Pubmed	;homo sapiens	;14990995
MCM7	E2F4	UP	Pubmed	;homo sapiens	;14990995
MCM8	E2F1	UP	Pubmed	;homo sapiens; rat norvigecus	;16325355
MCM8	NFYA	UP	Pubmed	;homo sapiens; rat norvigecus	;16325355
MCMBP	GLI1	UP	Pubmed	mus musculus;	;19095649
MDK	HIF1A	UP	Pubmed	mouse, Mus musculus;	;15197188;
MDM2	E2F1	DOWN	Pubmed	;homo sapiens	;20837136
MDM2	ETS1	UP	trrd;	mouse, Mus musculus;	S6208;
MDM2	JUN	UP	trrd;	mouse, Mus musculus;	S6209;
MDM2	TP53	UP	Pubmed	mouse, Mus musculus;homo sapiens	;20837136
ME1	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;16492665;
ME1	SREBF1	UP	Pubmed	;rattus norvegicus	;12177166
ME1	SREBF2	UP	Pubmed	;rattus norvegicus	;12177166
MED22	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
MED22	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
MEOX1	GLI2	UP	Pubmed	human, Homo sapiens; mus musculus	;14691458;15039437
MEOX2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15579438
MET	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12234972
MET	ETS1	UP	trrd;	human, Homo sapiens	S8437;
MET	JUN	UP	trrd;	mouse, Mus musculus;	S8159;
MET	MITF	UP	Pubmed	human, Homo sapiens	;1999537;19067971
MET	SMAD2	UP	Pubmed	hUman, Homo sapiens; mus musculus	;15339794;
MET	SMAD3	UP	Pubmed	hUman, Homo sapiens; mus musculus	;15339794;
MET	SMAD4	UP	Pubmed	hUman, Homo sapiens; mus musculus	;15339794;
MET	SMAD7	DOWN	Pubmed	hUman, Homo sapiens; mus musculus	;15339794;
MET	SP1	UP	trrd;	human, Homo sapiens; mus musculus	S8160;
METAP2	MYC	UP	Pubmed	human, Homo sapiens	;11983916
METTL1	MYC	UP	Pubmed	human, Homo sapiens;	;12747840
MGAT5	ETS1	UP	trrd;	human, Homo sapiens	S6658;
MGAT5	ETS2	UP	trrd;	human, Homo sapiens	S6658;
MGMT	GLI1	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
MGST1	MYC	UP	Pubmed	human, Homo sapiens;	;11983916;14519204
MIA	HMGA2	DOWN	Pubmed	;mus musculus	;17914116
MIF	HBP1	DOWN	Pubmed	human, Homo sapiens	;20383199;
MIF	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
MKL1	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;20338229;
MLANA	MITF	UP	Pubmed	human, Homo sapiens	;1999537;19067971
MLLT10	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15979100
MLLT10	LEF1	UP	Pubmed	hUman, Homo sapiens;	;15979100
MLXIPL	THRB	UP	Pubmed	;mus musculus; homo sapiens	;19324998
MME	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
MME	SP1	UP	trrd;	human, Homo sapiens;	S9270;
MMP1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12384519
MMP1	JUN	UP	Pubmed	human, Homo sapiens;	10995748;
MMP1	SMAD3	UP	Pubmed	;homo sapiens	;10995748
MMP1	TCF7L2	UP	Pubmed	hUman, Homo sapiens;	;12384519
MMP10	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16100571;
MMP10	FOXO3	UP	Pubmed	mouse, Mus musculus;	;16100571;
MMP10	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
MMP13	FOSL2	UP	Pubmed	;homo sapiens	;16144844
MMP13	GLI1	DOWN	Pubmed	mus musculus; homo sapiens	;19095649;14691458
MMP13	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
MMP13	JUN	UP	trrd;	rat, Rattus norvegicus	S8955;
MMP13	JUND	UP	Pubmed	;homo sapiens	;16144844
MMP13	RUNX2	UP	Pubmed	;homo sapiens	;16144844; 19121369
MMP2	CTNNB1	UP	Pubmed	hUman, Homo sapiens; mus musculus	;12782598;17306568
MMP2	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
MMP2	TP53	UP	Pubmed	human, Homo sapiens;	;10029407
MMP26	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15006646;11931652
MMP26	JUN	UP	trrd;	human, Homo sapiens;	S10607;
MMP26	TCF7L2	UP	Pubmed	hUman, Homo sapiens;	;15006646;11931652
MMP3	RELA	UP	Pubmed	human, Homo sapiens	;11376631;
MMP7	CTNNB1	UP	Pubmed	hUman, Homo sapiens	;12782598;11943708;12200448;15457508;10514384;12958188
MMP7	HNF1A	UP	Pubmed	;homo sapiens	;12851697
MMP7	HNF1B	UP	Pubmed	;homo sapiens	;12851697
MMP7	JUN	UP	Pubmed	;homo sapiens	12851697;12958188;1899216;
MMP7	LEF1	UP	Pubmed	hUman, Homo sapiens	;12782598;11943708;12200448;15457508;10514384;12958188
MMP7	TCF7L2	UP	Pubmed	hUman, Homo sapiens	;12782598;11943708;12200448;15457508;10514384;12958188
MMP9	CITED2	UP	Pubmed	;mus musculus	;16619037
MMP9	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;17306568
MMP9	ETS1	UP	trrd;	human, Homo sapiens	S6634;
MMP9	JUN	UP	NFIregulomedb;pazar;TRRD	human, Homo sapiens;	S6635;
MMP9	RELA	UP	Pubmed	human, Homo sapiens	;11376631
MMP9	SMAD3	UP	Pubmed	human, Homo sapiens;mus musculus	;16619037
MMP9	SP1	UP	trrd;	human, Homo sapiens;	S6633;
MNT	MYC	UP	Pubmed	human, Homo sapiens	;11983916
MPL	ETS1	UP	trrd;	human, Homo sapiens	S3904;
MR1	GLI1	UP	Pubmed	mus musculus;	;19095649
MRC1	FOXO1	UP	Pubmed	mouse, Mus musculus;	;17254969
MSH2	MYC	UP	Pubmed	human, Homo sapiens;	;11983916;12808131
MSLN	CTNNB1	UP	Pubmed	human, Homo sapiens;	;15890249
MSLN	TCF7	UP	Pubmed	human, Homo sapiens;	;15890249
MSN	MYC	DOWN	Pubmed	human, Homo sapiens; rattus norvegicus	;11085504
MSR1	STAT2	UP	Pubmed	hUman, Homo sapiens;	;16689942;
MSTN	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16885393;
MSX1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430;12095419
MSX1	SP1	UP	trrd;	mouse, Mus musculus;	S10306;
MSX2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;14551209;12095419;15592430;12782598
MSX2	DLX2	UP	pazar	mouse, Mus musculus;	;
MSX2	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
MSX2	SMAD4	UP	Pubmed	mouse, Mus musculus;	;14551209
MSX2	YY1	UP	Pubmed	;mus musculus	;11861914
MT1A	CEBPD	UP	NFIRegulomeDB;	mouse, Mus musculus;	;
MT1A	MTF1	UP	NfiRegulomeDB	mouse, Mus musculus;	;
MT1A	RBPJ	UP	Pubmed	mus musculus;	;15979417
MT1A	SP1	UP	trrd;	mouse, Mus musculus;	S2127;
MT1A	STAT1	UP	NfiRegulomeDB	mouse, Mus musculus;	;
MT1G	E2F1	UP	Pubmed	;homo sapiens	;15735762
MT1L	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
MT2A	AR	UP	Pubmed	rat, Rattus norvegicus	11191077;
MT2A	JUN	UP	trrd;	human, Homo sapiens;	S222;
MT2A	RBPJ	UP	Pubmed	mus musculus;	;15979417
MT2A	SP1	UP	trrd;	hUman, Homo sapiens;	S223;
MTAP	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15492751
MTHFD1	MYC	UP	Pubmed	human, Homo sapiens;	;12747840;12808131
MTRR	ETS1	UP	trrd;	human, Homo sapiens	S2622;
MTTP	SREBF1	DOWN	Pubmed	;homo sapiens	;10455139
MTTP	SREBF2	DOWN	Pubmed	;homo sapiens	;10455139
MTUS1	GLI1	DOWN	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
MUC1	STAT1	UP	Pubmed	human, Homo sapiens;	;11084045
MUC1	STAT3	UP	Pubmed	human, Homo sapiens;	;11084045
MUC1	STAT5A	UP	Pubmed	human, Homo sapiens;	;11084045;
MUC1	STAT5B	UP	Pubmed	human, Homo sapiens;	;11084045;
MUC2	SP1	UP	trrd; pazar	human, Homo sapiens; mus musculus	S9584; Pazar_Stat_lit; 
MUC2	TP53	UP	Pubmed	human, Homo sapiens;	;12374798
MUC6	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
MVK	SREBF2	UP	Pubmed	mouse, Mus musculus;	;17300749
MXD1	CTNNB1	DOWN	Pubmed	mouse, Mus musculus;	;12907606
MXD1	TCF7L2	DOWN	Pubmed	mouse, Mus musculus;	;12907606
MXD3	E2F1	UP	Pubmed	;mus musculus	;12444919
MYB	E2F1	UP	Pubmed	human, Homo sapiens;homo sapiens	;7929342; 16299810
MYB	EGR1	DOWN	Pubmed	human, Homo sapiens;	;7559553
MYB	HBP1	DOWN	Pubmed	human, Homo sapiens	;16179914;
MYB	JUN	UP	trrd;	human, Homo sapiens;	S2252;
MYB	NFKB1	UP	Pubmed	mouse, Mus musculus;	;10602492;
MYB	RELB	UP	Pubmed	mouse, Mus musculus;	;10602492;
MYBL2	CTNNB1	DOWN	Pubmed	human, Homo sapiens;	;16959035
MYBL2	TCF7L2	DOWN	Pubmed	human, Homo sapiens;	;16959035
MYC	CDKN1A	DOWN	Pubmed	;homo sapiens	16923815;
MYC	CTNNB1	UP	Pubmed	mouse, Mus musculus; Homo sapiens	;15576399; 15579438;12095419;9727977;12907606;18852287
MYC	E2F1	UP	Pubmed	;homo sapiens	;8208548
MYC	GLI1	DOWN	Pubmed	human, Homo sapiens	;16299030
MYC	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
MYC	HBP1	DOWN	Pubmed	human, Homo sapiens	;16179914;
MYC	MYC	DOWN	Pubmed	rat, Rattus norvegicus; homo sapiens	;11085504;12747840;14519204;
MYC	NFKB1	UP	Pubmed	mouse, Mus musculus;	;1515224;
MYC	NOTCH1	DOWN	Pubmed	mouse, Mus musculus;	;10644343;16847353
MYC	RBPJ	DOWN	Pubmed	mouse, Mus musculus;	;10644343;16847353
MYC	SMAD1	UP	Pubmed	mouse, Mus musculus;	;15576399
MYC	STAT3	UP	Pubmed	hUman, Homo sapiens;	;17959148;
MYC	TCF7L2	UP	Pubmed	mouse, Mus musculus; Homo sapiens	;15576399; 15579438;12095419;9727977;12907606;18852287
MYC	YY1	UP	Pubmed	;homo sapiens	;17434929
MYCBP	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15979100
MYCBP	LEF1	UP	Pubmed	hUman, Homo sapiens;	;15979100
MYCL1	GLI1	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
MYCN	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;15907834
MYCN	E2F1	UP	Pubmed	;homo sapiens	;12438307
MYCN	E2F2	UP	Pubmed	;homo sapiens	;12438307
MYCN	E2F3	UP	Pubmed	;homo sapiens	;12438307
MYD88	STAT1	UP	Pubmed	hUman, Homo sapiens;	;7567467
MYD88	STAT3	UP	Pubmed	hUman, Homo sapiens;	;7567467
MYD88	STAT5A	UP	Pubmed	hUman, Homo sapiens;	;7567467;
MYD88	STAT5B	UP	Pubmed	hUman, Homo sapiens;	;7567467;
MYF5	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;16936075
MYF5	LEF1	UP	Pubmed	mouse, Mus musculus;	;16936075
MYF6	MEF2A	UP	trrd	rat, Rattus norvegicus;	S1339;
MYH11	NOTCH1	DOWN	Pubmed	human, Homo sapiens;	;15987768
MYH11	RBPJ	DOWN	Pubmed	human, Homo sapiens;	;15987768
MYH2	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;18948405
MYH2	TCF7L2	UP	Pubmed	mouse, Mus musculus;	;18948405
MYH4	YY1	DOWN	Pubmed	;mus musculus	;17438126
MYO15A	GLI1	UP	Pubmed	human, Homo sapiens	;11719506
MYO1E	GLI1	DOWN	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
MYOD1	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;18948405
MYOD1	FOXO3	UP	Pubmed	mouse, Mus musculus;	;18854138;
MYOD1	NOTCH1	DOWN	Pubmed	mouse, Mus musculus; Homo sapiens	;10066785;12050162
MYOD1	PAX3	UP	Pubmed	mouse, Mus musculus;	;18854138;
MYOD1	PAX7	UP	Pubmed	mouse, Mus musculus;	;18854138;
MYOD1	RBPJ	DOWN	Pubmed	mouse, Mus musculus; Homo sapiens	;10066785;12050162
MYOD1	SP1	UP	trrd;	mouse, Mus musculus;	S146;
MYOD1	TCF7L2	UP	Pubmed	mouse, Mus musculus;	;18948405
N.A	ETS1	UP	trrd;	mouse, Mus musculus;	S3833;
N.A	GLI1	DOWN	Pubmed	human, Homo sapiens	;11719506
N.A	MYC	DOWN	Pubmed	human, Homo sapiens	;12747840;
N.A	NFKB1	UP	trrd	mouse, Mus musculus;	S4378;
N.A	RBPJ	UP	Pubmed	mus musculus;	;15979417
N.A	RELA	UP	trrd	mouse, Mus musculus;	S4378;
N.A	TP53	UP	pazar	human, Homo sapiens;	pazar_ABS;
NAIP	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12907606
NAIP	TCF7L2	UP	Pubmed	mouse, Mus musculus;	;12907606
NANOG	KLF4	UP	Pubmed	;homo sapiens	;19522013
NANOG	PBX1	UP	Pubmed	;homo sapiens	;19522013
NANOG	POU5F1	UP	Pubmed	;homo sapiens	;15860457
NANOG	SOX2	UP	Pubmed	;homo sapiens	;15860457
NAP1L1	MYC	UP	Pubmed	human, Homo sapiens;	;12747840
NCAM1	MYC	DOWN	Pubmed	rat, Rattus norvegicus	;11085504
NCF1	HBP1	DOWN	Pubmed	human, Homo sapiens; mus musculus	;15024088;
NCL	MYC	UP	Pubmed	human, Homo sapiens;	;11983916;14519204
NCOA2	AR	DOWN	Pubmed	human, Homo sapiens;	17079484;
NCOA3	E2F1	UP	Pubmed	;homo sapiens	;16916939
NDUFA4	CREB1	DOWN	Pubmed	mouse, Mus musculus;	;14973073
NEDD4L	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;17273793
NEK2	FOXO1	DOWN	Pubmed	human, Homo sapiens	;17609436;
NELL1	RUNX2	UP	Pubmed	;homo sapiens	;17042739
NES	RBPJ	DOWN	Pubmed	mus musculus;	;15979417;17217625
NES	SOX2	DOWN	pazar	mouse, Mus musculus;	pazar_pleiades_20100814;
NEU1	MYF5	UP	Pubmed	mouse, Mus musculus;	;14597183
NEU1	MYOD1	UP	Pubmed	;mus musculus	;14597183
NEU1	SP1	UP	Pubmed	;mus musculus	;14597183
NEUROG1	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;15142975
NEUROG1	RBPJ	UP	Pubmed	mouse, Mus musculus;	;9133387
NEUROG3	RBPJ	DOWN	Pubmed	Mouse, Mus musculus;	;14641329
NF1	SP1	UP	trrd;	rAt, Rattus norvegicus	S436;
NF1	SPI1	UP	pazar	hUman, Homo sapiens;	;
NFATC4	TP53	DOWN	Pubmed	human, Homo sapiens; mus musculus	;14990988
NFKB1	CEBPA	UP	Pubmed	;mus musculus	19380823;
NFKB1	NOTCH1	UP	Pubmed	Mouse, Mus musculus;	;11591772
NFKB1	RBPJ	UP	Pubmed	Mouse, Mus musculus;	;11591772
NFKB2	NOTCH1	UP	Pubmed	HUman, Homo sapiens;	;9528780;11115605
NFKB2	RBPJ	UP	Pubmed	HUman, Homo sapiens;	;9528780;11115605
NFKBIA	CTNNB1	DOWN	Pubmed	human, Homo sapiens;	;16959035
NFKBIA	RBPJ	UP	Pubmed	Rat, Rattus norvegicus	;12700242
NFKBIA	SP1	UP	trrd;	hUman, Homo sapiens;	S6453;
NGFR	MITF	UP	Pubmed	human, Homo sapiens	;1999537;19067971
NGFR	SP1	DOWN	pazar	rAt, Rattus norvegicus	pazar_pleiades_20100814;
NKD1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15473860
NKX2-2	CTNNB1	DOWN	Pubmed	GG; mus musculus	;16950124
NKX2-5	SMAD1	UP	Pubmed	mouse, Mus musculus;	;14662776
NKX2-5	SMAD4	UP	Pubmed	mouse, Mus musculus;	;14662776
NKX3-2	SOX9	UP	Pubmed	;homo sapiens	;19306868
NKX6-2	CREB1	UP	Pubmed	mouse, Mus musculus;	;14973073
NMBR	STAT2	UP	Pubmed	hUman, Homo sapiens;	;16689942;
NME1	MYC	UP	Pubmed	human, Homo sapiens;	;11983916;14519204;
NME1	TP53	UP	Pubmed	human, Homo sapiens;	;12669312
NME2	MYC	UP	Pubmed	human, Homo sapiens;	;14519204;
NNMT	STAT3	UP	Pubmed	hUman, Homo sapiens;	;17922140;
NOP56	MYC	UP	Pubmed	human, Homo sapiens	;11983916
NOS2	CTNNB1	UP	Pubmed	rAt, Rattus norvegicus	;16849547
NOS2	NFKB1	UP	trrd	rat, Rattus norvegicus	S6399;
NOS2	RELA	UP	trrd	rat, Rattus norvegicus	S6399;
NOS2	TCF7L2	UP	Pubmed	rAt, Rattus norvegicus	;16849547
NOS2	TP53	DOWN	Pubmed	human, Homo sapiens;	;11092782
NOS3	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;16100571;
NOS3	FOXO3	DOWN	Pubmed	mouse, Mus musculus;	;16100571;
NOS3	SP1	UP	trrd;	hUman, Homo sapiens;	S6212;
NOS3	SP3	UP	trrd	hUman, Homo sapiens;	S6212;
NOTCH1	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12717450
NOTCH1	TP53	DOWN	Pubmed	mouse, Mus musculus;	;14991602
NOTUM	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15473860;18429952
NOTUM	TCF7L2	UP	Pubmed	hUman, Homo sapiens;	;15473860;18429952
NOV	WT1	UP	pazar	hUman, Homo sapiens;	pazar_pleiades_20100814;
NOX4	E2F1	UP	Pubmed	;mus musculus; rat norvigecus	;18554521
NPAT	E2F1	UP	Pubmed	;homo sapiens	;12665581
NPAT	E2F2	UP	Pubmed	;homo sapiens	;12665581
NPAT	E2F3	UP	Pubmed	;homo sapiens	;12665581
NPAT	E2F4	UP	Pubmed	;homo sapiens	;12665581
NPC1	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16492665;
NPC1	SREBF1	UP	Pubmed	;homo sapiens; mus musculus	;18272928
NPC1	SREBF2	UP	Pubmed	;homo sapiens; mus musculus	;18272928
NPC1L1	HNF4A	UP	Pubmed	;homo sapiens	;18080173
NPC1L1	SREBF2	UP	Pubmed	;homo sapiens	;18080173; 21527728
NPDC1	GLI1	UP	Pubmed	human, Homo sapiens	;11719506
NPM1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12095419
NPM1	GLI1	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
NPM1	MYC	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;11085504;11983916;14519204;
NPPA	GATA4	UP	TRRD	rat, Rattus norvegicus	S9359;
NPPC	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12475749
NPPC	LEF1	UP	Pubmed	mouse, Mus musculus;	;12475749
NPR1	SP1	UP	trrd;	rat, Rattus norvegicus;	S6641;
NPY	FOXO1	UP	Pubmed	human, Homo sapiens; mus musculus	;16783365;
NPY1R	NFKB1	UP	pazar	mouse, Mus musculus;	Pazar_tfe;
NPY2R	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
NQO1	JUN	DOWN	trrd;	human, Homo sapiens;	S4731;
NR0B1	NANOG	UP	Pubmed	;mus musculus	;20937355
NR0B1	NR2F1	DOWN	trrd	mouse, Mus musculus;	S3294;
NR0B1	NR5A1	UP	trrd;	mouse, Mus musculus; homo sapiens	S4304; S4796;
NR0B2	JUN	UP	trrd;	rat, Rattus norvegicus	S8332;
NR0B2	NR5A1	UP	trrd;	mouse, Mus musculus;	S7265;
NR0B2	SREBF1	UP	Pubmed	;homo spaiens	;15123650
NR1D1	PPARG	UP	Pubmed	human, Homo sapiens;rattus norvegicus	;12821652
NR1H2	RBPJ	DOWN	Pubmed	mus musculus;	;15979417
NR1H4	GLI1	DOWN	Pubmed	mus musculus;	;19095649
NR3C1	JUN	UP	trrd;	human, Homo sapiens;	S5155;
NR3C1	SP1	UP	Pubmed	;homo sapiens	;12039077
NR3C1	YY1	UP	Pubmed	;homo sapiens	;10030686; 12039077
NR4A1	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12153396
NR4A1	HIF1A	UP	Pubmed	human, Homo sapiens	;14729605;
NR5A1	SP1	UP	pazar;TRRD	mouse, Mus musculus;	S3680; Pazaroreganno; Pazar_tfe;
NRARP	NOTCH1	UP	Pubmed	Mouse, Mus musculus;	;15325262;11783997
NRARP	RBPJ	UP	Pubmed	Mouse, Mus musculus;	;15325262;11783997
NRCAM	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12183361
NRCAM	LEF1	UP	Pubmed	mouse, Mus musculus;	;12183361
NRP1	E2F1	UP	Pubmed	;mus musculus	;17178835
NT5E	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15149841
NT5E	TCF7	UP	Pubmed	hUman, Homo sapiens;	;15149841
NTRK2	GLI1	DOWN	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
NTRK3	GLI1	UP	Pubmed	mus musculus;	;19095649
NTSR1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;16299383
NTSR1	TCF7L2	UP	Pubmed	hUman, Homo sapiens;	;16299383
NUCB1	MYC	DOWN	Pubmed	rat, Rattus norvegicus	;11085504
NUP155	MYC	UP	Pubmed	human, Homo sapiens	;12747840
NUP155	RBPJ	UP	Pubmed	mus musculus;	;15979417
NUTF2	MYC	UP	Pubmed	human, Homo sapiens	;11983916
OAT	AR	UP	Pubmed	human, Homo sapiens;	17553165;
ODC1	MYC	UP	Pubmed	human, Homo sapiens;	;14519204
OGT	FOXO3	UP	Pubmed	human, Homo sapiens	;12351634;
OLFM3	PAX6	UP	Pubmed	;mus musculus	;16115881
OPRM1	E2F1	UP	Pubmed	;homo sapiens	;19765550
OPRM1	SP1	UP	Pubmed	human, Homo sapiens;homo sapiens	;19765550
OPRM1	YY1	UP	Pubmed	;homo sapiens	;19765550
OSCAR	MITF	UP	Pubmed	human, Homo sapiens	;1999537;19067971
OSM	STAT1	UP	pazar; trrd	hUman, Homo sapiens;	pazar_pleiades; S6296; 
OSM	STAT5A	UP	pazar; trrd	hUman, Homo sapiens;	pazar_pleiades; S6296; 
OSM	STAT5B	UP	pazar; trrd	hUman, Homo sapiens;	pazar_pleiades; S6296; 
OSTN	FOXO1	DOWN	Pubmed	human, Homo sapiens; mus musculus	;17950246;
